"id","label","folder","embed","credit","event","sort_order","date","thumbnail"
1,"Race Consciousness: A Personal and Political Journey","Race Consciousness Live Presentation","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/BuuCqGoR398?si=sEBCG0lNP7X019tf"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>","[""Linda Longood, Cuenca, Ecuador""]","From a live presentation on Thursday, 19 October 2023 at 4pm at the Abraham Lincoln Center in Cuenca, Ecuador",0,"2023-10-19","/thumbnails/race-consciousness-video.jpeg"
