"id","_id","date","title","video"
1,"book-launch-race-consciousness-2023","2023-10-19","Book Launch (<em>Race Consciousness</em>&mdash;2023)","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/BuuCqGoR398?si=sPQ_-x2gZYgA4OcG"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>"
