"id","gallery_id","path","sort_order"
1,1,"/photos/race-consciousness/10.jpeg",0
2,1,"/photos/race-consciousness/20.jpeg",0
3,1,"/photos/race-consciousness/30.jpeg",0
4,1,"/photos/race-consciousness/40.jpeg",0
5,1,"/photos/race-consciousness/40.jpeg",0
